Pavard?     Vardas        ND1  ND2  ND3  ND4  ND5   Egzaminas
Vardas8080  Pavarde8080     4    6    9   10    4          10
Vardas8081  Pavarde8081     0    6    3    9    9           9
Vardas8082  Pavarde8082     5   10    3   10    1           8
Vardas8083  Pavarde8083     0    0    2    4    4           1
Vardas8084  Pavarde8084    10    2    5    9    5           6
Vardas8085  Pavarde8085     3    3    9    7    4           4
Vardas8086  Pavarde8086     9    6    7    7    1           6
Vardas8087  Pavarde8087    10    1    3    5    9           6
Vardas8088  Pavarde8088     9    4    0    1    8           2
Vardas8089  Pavarde8089     5    0    9    9   10           0
Vardas8090  Pavarde8090     3    4    7    5    7           7
Vardas8091  Pavarde8091     7    7   10   10    3          10
Vardas8092  Pavarde8092     9    4    1    7    4           6
Vardas8093  Pavarde8093     5    3    2    0    3           0
Vardas8094  Pavarde8094     2    8    5    7    1           1
Vardas8095  Pavarde8095     3    6    0    9    4           0
Vardas8096  Pavarde8096     0    8    8    1    7           4
Vardas8097  Pavarde8097     3    8   10    9    4          10
Vardas8098  Pavarde8098     7    8    6    1    5           8
Vardas8099  Pavarde8099     7    8    8    0    4           8
Vardas8100  Pavarde8100     7    9   10    8    9          10
Vardas8101  Pavarde8101     3    5    9    4    3           8
Vardas8102  Pavarde8102     6    3    9   10    5           3
Vardas8103  Pavarde8103     7    6    3    2    8           3
Vardas8104  Pavarde8104     0    7    4    5   10           2
Vardas8105  Pavarde8105     2    4    5   10    5           7
Vardas8106  Pavarde8106     3    9    1    7    7           9
Vardas8107  Pavarde8107     1    4    7    5    5           3
Vardas8108  Pavarde8108     3    0    6   10   10           6
Vardas8109  Pavarde8109     5    0    8    5    1           3
Vardas8110  Pavarde8110     0    8    0    1    3           0
Vardas8111  Pavarde8111     5    6    9    2    1           9
Vardas8112  Pavarde8112     6    4    1    4    1           2
Vardas8113  Pavarde8113     1    5    5    3    4           3
Vardas8114  Pavarde8114     4    0    2    1    8           1
Vardas8115  Pavarde8115     5    9    9    0    8           0
Vardas8116  Pavarde8116     1    6    9    1    8           2
Vardas8117  Pavarde8117     0    3    6    3    5           3
Vardas8118  Pavarde8118     1    8    3    4    0           8
Vardas8119  Pavarde8119     7    7    5    8    1           1
Vardas8120  Pavarde8120     3    6    0    0   10           1
Vardas8121  Pavarde8121     8    7    4    1    3          10
Vardas8122  Pavarde8122     1    1    8    4    6          10
Vardas8123  Pavarde8123     6    3    2    7    0          10
Vardas8124  Pavarde8124     7    1    6   10    1           3
Vardas8125  Pavarde8125     5    0    1   10    3          10
Vardas8126  Pavarde8126     7    9    0    8    7           8
Vardas8127  Pavarde8127     6    2    5    3    3           3
Vardas8128  Pavarde8128     1   10   10    6   10           3
Vardas8129  Pavarde8129     3    3    1    4   10           9
Vardas8130  Pavarde8130     1    9    5    2    9           6
Vardas8131  Pavarde8131     8    5    1    2    7           8
Vardas8132  Pavarde8132     8    8    9    3    8           6
Vardas8133  Pavarde8133     4    8    0   10    9           3
Vardas8134  Pavarde8134     6    2    6    2    5          10
Vardas8135  Pavarde8135     1    2    1    0    2           7
Vardas8136  Pavarde8136    10    0    1    4    0           3
Vardas8137  Pavarde8137     4   10    8    1    3          10
Vardas8138  Pavarde8138     0    0   10    0    4          10
Vardas8139  Pavarde8139     7    9    1    3    7           5
Vardas8140  Pavarde8140     9    3    5    2    7           2
Vardas8141  Pavarde8141     9    0    6    5    0           6
Vardas8142  Pavarde8142     2    9    4    8    4           6
Vardas8143  Pavarde8143     8    0    3    8   10           8
Vardas8144  Pavarde8144     7    3   10    4   10           3
Vardas8145  Pavarde8145    10    0    6    9    1          10
Vardas8146  Pavarde8146     5    1    9   10    9           5
Vardas8147  Pavarde8147     0    0    8   10    0           4
Vardas8148  Pavarde8148     4    5    0    6    6           9
Vardas8149  Pavarde8149     5    0    8    2   10           1
Vardas8150  Pavarde8150     6    1    7    1    5           0
Vardas8151  Pavarde8151     6    4    1    8    0          10
Vardas8152  Pavarde8152     6    8    8    1    9          10
Vardas8153  Pavarde8153    10    7    9    9    8           3
Vardas8154  Pavarde8154     6    7    2    3    3           2
Vardas8155  Pavarde8155     4    4    9    9    8           3
Vardas8156  Pavarde8156     4    2   10   10    9           0
Vardas8157  Pavarde8157     3    4    4    0    3           6
Vardas8158  Pavarde8158     1    6    7    2    9           1
Vardas8159  Pavarde8159     4    6    0    9    8           0
Vardas8160  Pavarde8160     8    5    9    6    2           1
Vardas8161  Pavarde8161    10    6    6    5   10           2
Vardas8162  Pavarde8162     2    9    8    9    9          10
Vardas8163  Pavarde8163     4    1    8    5    4           1
Vardas8164  Pavarde8164     2    2    5    8    6           3
Vardas8165  Pavarde8165     0    8    5   10    1          10
Vardas8166  Pavarde8166     7   10    5    3    4           9
Vardas8167  Pavarde8167     0    5    9    9    5           9
Vardas8168  Pavarde8168     3    9    1    7    2           7
Vardas8169  Pavarde8169     8    0    0    2    3           3
Vardas8170  Pavarde8170    10    0    2    3    4           0
Vardas8171  Pavarde8171     1    2    8    0    9           9
Vardas8172  Pavarde8172     3    8    8    0    3           6
Vardas8173  Pavarde8173     5    9    7    4    5           7
Vardas8174  Pavarde8174     6    3    5    3    2           6
Vardas8175  Pavarde8175     4    6    3    4    4           1
Vardas8176  Pavarde8176     1    5    7    7    2           2
Vardas8177  Pavarde8177     3    8    8    6    2           5
Vardas8178  Pavarde8178     9    6    8   10    7           2
Vardas8179  Pavarde8179     8    9    2    4   10           2
Vardas8180  Pavarde8180     0    2    2    8    4           4
Vardas8181  Pavarde8181     6    1    0    9    0           8
Vardas8182  Pavarde8182     4    7    4    5    7           5
Vardas8183  Pavarde8183     0    6    1   10    4           4
Vardas8184  Pavarde8184     7    4    2    6    8           0
Vardas8185  Pavarde8185     0    7    1    2    3           4
Vardas8186  Pavarde8186     0    2    4    6    1           4
Vardas8187  Pavarde8187     3    1    3    3    9           1
Vardas8188  Pavarde8188     4    0    0    0   10           1
Vardas8189  Pavarde8189     9    4    8   10    3           6
Vardas8190  Pavarde8190     7    9   10    2    0           5
Vardas8191  Pavarde8191     7    1    1    5    5           8
Vardas8192  Pavarde8192     0    7    6    3    4           2
Vardas8193  Pavarde8193     2    3    0    0    9           8
Vardas8194  Pavarde8194     7    3    1    5    0           6
Vardas8195  Pavarde8195    10    1    3    9    6           6
Vardas8196  Pavarde8196     9    2    6    3    9          10
Vardas8197  Pavarde8197     8   10    2   10    0           1
Vardas8198  Pavarde8198     9    5    5    5    3           4
Vardas8199  Pavarde8199     0    4    9    6    0           3
Vardas8200  Pavarde8200     0    3    9    9    8           8
Vardas8201  Pavarde8201     0    7    3    5    8           0
Vardas8202  Pavarde8202     3    7    1    9    8           8
Vardas8203  Pavarde8203    10    1   10    7    6           0
Vardas8204  Pavarde8204     9    2    1    6    9           1
Vardas8205  Pavarde8205     0    1    0    4    8           3
Vardas8206  Pavarde8206    10    1    7    0    6           3
Vardas8207  Pavarde8207     1    2    5    1    8          10
Vardas8208  Pavarde8208     4    9    1    8    9           5
Vardas8209  Pavarde8209     6    4    3    0    2           0
Vardas8210  Pavarde8210     8    6    1    6    0           1
Vardas8211  Pavarde8211     4    3    6    1    8           5
Vardas8212  Pavarde8212     2    2    4    2    6           1
Vardas8213  Pavarde8213     1    7    7    4    5           5
Vardas8214  Pavarde8214     6   10    5    1    3           4
Vardas8215  Pavarde8215     7    5    6    6    1           3
Vardas8216  Pavarde8216     6    8    8    3    5           8
Vardas8217  Pavarde8217     7    1    2    5    2           5
Vardas8218  Pavarde8218     7    2    7    6    3          10
Vardas8219  Pavarde8219     7   10   10    3    2           6
Vardas8220  Pavarde8220     7    4    4    4    3           9
Vardas8221  Pavarde8221     5    4    5    3    4           1
Vardas8222  Pavarde8222     4   10    5    1    2           4
Vardas8223  Pavarde8223     4    7    2    5    8           3
Vardas8224  Pavarde8224     6    3   10    2    2           7
Vardas8225  Pavarde8225     8    3    5    6    7           6
Vardas8226  Pavarde8226     5    5    2    8    0           7
Vardas8227  Pavarde8227    10    1    8    0    1           7
Vardas8228  Pavarde8228     0    6    5    9    4           2
Vardas8229  Pavarde8229     1    4    7    6    4           5
Vardas8230  Pavarde8230     7    7   10    0    6           7
Vardas8231  Pavarde8231     2    2    7    7    7           4
Vardas8232  Pavarde8232     1    2   10    9    9           1
Vardas8233  Pavarde8233     7    2    0    1    9           1
Vardas8234  Pavarde8234     6   10    8    0    7           9
Vardas8235  Pavarde8235     9    0    0    4    5           1
Vardas8236  Pavarde8236     8    7    0    9    4           3
Vardas8237  Pavarde8237     0    7    8    7   10          10
Vardas8238  Pavarde8238     5    2    1    0    3           2
Vardas8239  Pavarde8239     4    5    4    2   10           5
Vardas8240  Pavarde8240     9    1    5    4    4           5
Vardas8241  Pavarde8241     6    7    6    5    8           0
Vardas8242  Pavarde8242     6    3    0    8    9           5
Vardas8243  Pavarde8243     4    3    0    0    3           2
Vardas8244  Pavarde8244     2    5    2   10    7           9
Vardas8245  Pavarde8245     8    5    8    2    7           6
Vardas8246  Pavarde8246     5    4    8    1    8           7
Vardas8247  Pavarde8247     4    2    6    1    0           9
Vardas8248  Pavarde8248     1    9    5    2    5           6
Vardas8249  Pavarde8249     0    4    4    8    0           6
Vardas8250  Pavarde8250     1    4   10    2    8          10
Vardas8251  Pavarde8251     8    2    2    7    6           1
Vardas8252  Pavarde8252    10    4    8    3    3           1
Vardas8253  Pavarde8253     5   10    4    9    2           7
Vardas8254  Pavarde8254     0    1    6    8    8           3
Vardas8255  Pavarde8255     0   10    4    8    4          10
Vardas8256  Pavarde8256     2    4    9    8    5           3
Vardas8257  Pavarde8257     0    5    3    5    5           5
Vardas8258  Pavarde8258     8    7   10    5    8           5
Vardas8259  Pavarde8259     9    2    6    6    4           5
Vardas8260  Pavarde8260     8    1    3    9   10           7
Vardas8261  Pavarde8261     9    3    0    2   10           1
Vardas8262  Pavarde8262     7    5   10    5    0           9
Vardas8263  Pavarde8263     2    3   10    0    3           0
Vardas8264  Pavarde8264    10    1    5    4    9           1
Vardas8265  Pavarde8265     4    5    6    9    7           2
Vardas8266  Pavarde8266     8    7    0    0   10           3
Vardas8267  Pavarde8267     4    4    1    9    6           9
Vardas8268  Pavarde8268     5    1    6    8   10           7
Vardas8269  Pavarde8269     6    9    7    3    9           1
Vardas8270  Pavarde8270     8    0    0    4    2           6
Vardas8271  Pavarde8271     5    5    9    3    8          10
Vardas8272  Pavarde8272     8   10    9    6   10           8
Vardas8273  Pavarde8273     3    4    6    5    6           2
Vardas8274  Pavarde8274     0    0    1    7    4           7
Vardas8275  Pavarde8275     8   10    1    7    1           3
Vardas8276  Pavarde8276     1   10    2   10    2           9
Vardas8277  Pavarde8277     2    9    1   10    6           1
